,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,player_height,player_weight,mean_score,median_score
35,36,39.85013935340022,4.692497212931996,2.6599646971386104,0.8139827201783724,-8.525856558900038,0.07483249721293199,0.1463638795986622,0.18035996841322927,0.5005969713861018,0.08784586584912671,203.22973244147155,104.1229201062802,-11.139005950930322,-10.322732558139535
36,37,39.00593434343434,4.65495670995671,2.4706439393939394,0.8845021645021646,-4.364546356421356,0.06329109848484847,0.14224779942279941,0.17263295454545455,0.47658333333333336,0.09697288961038959,201.32674999999998,102.90406235425685,-15.067023059221242,-9.058037390029323
37,38,34.82432977650369,4.299743324308542,2.0237166215427083,1.4340131124913735,-2.546857249031162,0.051908817752296,0.1211376254180602,0.16005680044593087,0.4914836757445453,0.1391053989488772,200.18057280883366,97.94010741338855,-12.132842095875143,-15.748480000000008
38,39,45.328272283272284,5.174807525807526,2.1991265123765125,1.3745824175824175,-6.76740651015651,0.04608422327672327,0.1288191905316905,0.18132085192585193,0.46083989898989897,0.12397936868686868,198.8799841269841,95.45216722385615,-15.10566161634751,-11.795087378640773
39,40,41.98323412698413,5.577331349206349,2.152420634920635,1.1229563492063492,-10.391865079365079,0.04333581349206349,0.13118749999999998,0.1906469246031746,0.47351329365079364,0.10577857142857142,201.94209523809522,99.30577854444445,-19.111838293650795,-10.21433015873016
40,41,38.999066754501534,5.282192577953447,2.2810858585858584,1.1970212999560825,-7.112709705753184,0.05595488581466841,0.1409042929292929,0.17275617039964866,0.507908289415898,0.1318296223100571,199.8685507246377,99.74006997575756,-17.37507818918081,-23.37958823529412
41,42,37.79980063795853,5.091285410495937,2.235971272879168,1.2164011354142934,-2.257619807093491,0.05085841497683602,0.11885286891471102,0.16926127534745952,0.4882989490772386,0.11829596434267486,196.8611403508772,98.51878204192299,-16.806808163400927,-13.191964285714285
42,43,32.732222434428316,4.869066283538209,2.131741980538772,0.9343511027000332,-11.075819597811575,0.06060069950845351,0.1277375541125541,0.2159180030827758,0.4678155933861147,0.09887882790857389,202.23146464646467,101.81887160071301,-26.509426249042555,-19.754939130434785
43,44,39.697693972693976,4.438691919191919,1.9991782661782662,0.9292841047841047,-1.5423906093906092,0.05357397657897657,0.14592440836940837,0.16569440725940723,0.48101844877344874,0.10048677877677875,203.11533333333333,102.18454392551892,-3.7181601162580127,-1.27964912280702
44,45,44.606456043956044,5.945556198187777,2.4945789955658375,1.2699416811258917,-2.4655786099865047,0.05364420667052245,0.13026731492192017,0.18399691536533638,0.5155628373819163,0.13042307692307692,200.78248264893003,100.75636385116638,-15.755181042858483,-23.678529702970298
45,46,36.43492063492064,5.0156481481481485,1.994563492063492,1.0170238095238096,-4.965343915343916,0.0480318783068783,0.11438253968253968,0.1669914021164021,0.4961412698412698,0.10798161375661375,198.2913492063492,98.34666546031747,-14.561595634920637,-21.31793650793651
46,47,36.43986229819563,5.162597340930675,2.151764007597341,1.2796486229819564,-7.865641025641025,0.05571177587844253,0.12240299145299144,0.19076728395061726,0.46754534662867997,0.14117692307692306,197.66844444444445,95.92738505223173,-22.12701985663452,-14.113655421686751
47,48,36.38097165991903,4.175721997300945,2.512914979757085,0.9489203778677463,-2.1588596491228067,0.05048461538461537,0.13726612685560052,0.15639392712550607,0.48808502024291495,0.10124224021592443,203.43069095816463,106.01243876113361,-14.030981511470983,-12.963622807017543
48,49,36.03176587301587,3.1601468253968252,1.7541646825396824,0.7295158730158731,-9.26465873015873,0.05953551587301585,0.12830321428571428,0.16906422619047617,0.4318817857142857,0.11960595238095237,202.3409861111111,102.47318268095239,-14.472721840569559,-14.94038039215686
49,50,33.29073129251701,3.6671428571428573,2.0673214285714283,0.6057993197278913,-5.3021088435374155,0.06859260204081633,0.1383232993197279,0.16373962585034013,0.5062715136054422,0.0997406462585034,202.39825850340137,105.03520606598639,-11.665022529689844,-10.56129055690073
